"","Name","Ratings","Language","Year","Num_of_episodes","Genre","Duration","Network","Director","Screenwriter","Top_cast"
"https://mydramalist.com//22671-circle","Circle","8.5","Korean",2017,12,"Thriller,Mystery,Sci-Fi","Duration: 60 min.","K-DRAMA","Kim Jin Hee,Yoo Hye Mi,Ryu Moon Sang,Park Eun Mi","Min Jin Gi,Jung Hyun Nam","Yeo Jin Goo,Kim Kang Woo,Gong Seung Yeon,Lee Gi Kwang,Ahn Woo Yeon,Seo Hyun Chul"
"https://mydramalist.com//28327-thirty-but-seventeen","Thirty But Seventeen","8.5","Korean",2018,32,"Music,Mystery,Comedy,Romance","Duration: 35 min.","Netflix,WeTV,Viki,SBS World,Kocowa","Jo Sung Hee","Jo Soo Won","Shin Hye Sun,Yang Se Jong,Ahn Hyo Seop,Ye Ji Won,Wang Ji Won,Yoon Sun Woo"
"https://mydramalist.com//12252-tenno-no-ryoriban","Tenno no Ryoriban","8.5","Japanese",2015,12,"Food,Historical,Drama","Duration: 55 min.","","Morishita Yoshiko","Yamamuro Daisuke,Hirakawa Yuichiro,Nakamae Yuji,Okamoto Shingo","Satoh Takeru,Kuroki Haru,Kiritani Kenta,Emoto Tasuku,Kobayashi Kaoru,Suzuki Ryohei"
"https://mydramalist.com//24678-because-this-is-my-first-life","Because This Is My First Life","8.5","Korean",2017,16,"Comedy,Romance,Life,Drama","Duration: 1 hr. 10 min.","Netflix,WeTV,Viki,Apple TV","Yoon Nan Joong","Park Joon Hwa,Nam Sung Woo","Jung So Min,Lee Min Ki,Esom,Park Byung Eun,Kim Ga Eun,Kim Min Seok"
"https://mydramalist.com//39975-the-married-life","The World of the Married","8.5","Korean",2020,16,"Thriller,Romance,Family,Melodrama","Duration: 1 hr. 20 min.","Netflix,WeTV,iflix","Mo Wan Il","","Kim Hee Ae,Park Hae Joon,Han So Hee,Park Sun Young,Kim Young Min,Chae Gook Hee"
"https://mydramalist.com//34221-human-lessons","Extracurricular","8.5","Korean",2020,10,"Psychological,Crime,Youth,Drama","Duration: 60 min.","Netflix","Jin Han Sae","Kim Jin Min","Kim Dong Hee,Park Joo Hyun,Jung Da Bin,Nam Yoon Su,Choi Min Soo,Park Hyuk Kwon"
"https://mydramalist.com//81-autumns-concerto","Autumn's Concerto","8.5","Taiwanese",2009,21,"Romance,Drama,Family","Duration: 1 hr. 30 min.","Netflix,Viki,<U+4E09><U+7ACB><U+83EF><U+5287> SET Drama","Chen Wei Ling","Frankie Chen,Chen Yu Shan","Vanness Wu,Ady An,Benny Wen,Chris Wu,Tiffany Hsu,Lin Mei Xiu"
"https://mydramalist.com//31194-the-prince-of-tennis","The Prince of Tennis","8.5","Chinese",2019,42,"Friendship,School,Youth,Sports","Duration: 45 min.","Netflix","Friendship,School,Youth,Sports","","Peng Yu Chang,Zhang Yi Jie,Xu Ke,Dong Li,Xie Bin Bin,Zhu Zhi Ling"
"https://mydramalist.com//30290-girl-from-no-where-the-series","Girl From Nowhere","8.5","Thai",2018,13,"Mystery,Psychological,Drama,Supernatural","Duration: 46 min.","Netflix","Lek Kongdej Jaturanrasamee,Mai Aticha Tanthanawigrai,Siam Tinnapat Banyatpiyapoj","","Kitty Chicha Amatayakul,Gap Thanavate Siriwattanakul,Pan Pajaree Nantarat,O'Neill Thitinan Khlangphet,Meiko Chonnikan Netjui,Best Nathasit Kotimanuswanich"
"https://mydramalist.com//33898-itaewon-class","Itaewon Class","8.5","Korean",2020,16,"Business,Romance,Life,Drama","Duration: 1 hr. 10 min.","Netflix","Kim Seong Yoon","","Park Seo Joon,Kim Da Mi,Kwon Na Ra,Yoo Jae Myung,Ahn Bo Hyun,Kim Dong Hee"
"https://mydramalist.com//26488-the-nature-of-a-melo","Be Melodramatic","8.5","Korean",2019,16,"Comedy,Romance,Life,Melodrama","Duration: 1 hr. 5 min.","Netflix,WeTV,Viki,Apple TV","Lee Byung Hun","","Chun Woo Hee,Jeon Yeo Been,Han Ji Eun,Ahn Jae Hong,Gong Myung,Lee Joo Bin"
"https://mydramalist.com//60627-yumi-s-cell","Yumi's Cells","8.5","Korean",2021,14,"Psychological,Comedy,Romance,Drama","Duration: 1 hr. 10 min.","Viki,TVING","Song Jae Jung,Kim Yoon Joo,Kim Kyung Ran","","Kim Go Eun,Ahn Bo Hyun,Park Ji Hyun,Joo Jong Hyuk,Lee Yoo Bi,Park Jin Young"
"https://mydramalist.com//51965-koi-wa-tsuzuku-yo-doko-made-mo","Koi wa Tsuzuku yo Doko Made mo","8.5","Japanese",2020,10,"Comedy,Romance,Drama,Medical","Duration: 51 min.","Viki","Kaneko Arisa,Watanabe Mako","","Kamishiraishi Mone,Satoh Takeru,Karina,Maiguma Katsuya,Katase  Nana,Watanabe Keisuke"
"https://mydramalist.com//70237-accompany-you-to-fly-by-the-wind","To Fly With You","8.5","Chinese",2021,35,"Romance,Youth,Sports","Duration: 45 min.","WeTV,Viki,YOUKU,MGTV","Romance,Youth,Sports","Sha Wei Qi,Li Cai","Song Zu Er,Wang An Yu,Xu Yang,Xia Meng,Li Hao Fei,Fu Wei Lun"
"https://mydramalist.com//10952-ouroboros","Ouroboros","8.5","Japanese",2015,10,"Action,Thriller,Mystery,Crime","Duration: 50 min.","","Furuya Kazunao","Ishii Yasuharu,Yamamuro Daisuke,Ikeda Katsuhiko","Ikuta Toma,Oguri Shun,Ueno Juri,Takito Kenichi,Yoshida Kotaro,Mitsuishi Ken"
"https://mydramalist.com//2591-the-princess-man","The Princess's Man","8.5","Korean",2011,24,"Action,Historical,Romance,Political","Duration: 1 hr. 5 min.","Kocowa,Viki","Jo Jung Joo","Park Hyun Suk,Kim Jung Min,Kim Jung Min","Park Shi Hoo,Moon Chae Won,Kim Yeong Cheol,Song Jong Ho,Hong Soo Hyun,Lee Min Woo"
"https://mydramalist.com//34030-skate-into-love","Skate Into Love","8.5","Chinese",2020,40,"Comedy,Romance,Youth,Sports","Duration: 45 min.","Viki,YoYo English Channel,YoYo TV,YOUKU,AsianCrush,Apple TV","Ma Jia","Chu Yui Bun","Zhang Xin Cheng,Janice Wu,Zhou Zhan,Vincent Wei,Chu Yue,Han Jiu Nuo"
"https://mydramalist.com//7028-two-weeks","Two Weeks","8.5","Korean",2013,16,"Action,Thriller,Mystery,Drama","Duration: 1 hr. 5 min.","Netflix,Viki,Kocowa","So Hyun Kyung","","Lee Joon Gi,Park Ha Sun,Ryu Soo Young,Kim So Yeon,Lee Chae Mi,Jo  Min Ki"
"https://mydramalist.com//30567-history3-trap","HIStory3: Trapped","8.5","Taiwanese",2019,20,"Action,Thriller,Mystery,Romance","Duration: 25 min.","Netflix,Viki,Caravan<U+4E2D><U+6587><U+5267><U+573A>","Lin Pei Yu","","Jake Hsu,Chris Wu,Andy Bian,Kenny Chen,Diane Lin,Sphinx Ding"
"https://mydramalist.com//32362-love-of-my-life","Angel's Last Mission: Love","8.5","Korean",2019,32,"Comedy,Romance,Drama,Fantasy","Duration: 35 min.","Netflix,Viki,KBS World,Apple TV,Kocowa","Lee Jung Sub","","Kim Myung Soo,Shin Hye Sun,Lee Dong Gun,Kim  Bo Mi,Woo Hee Jin,Gil Eun Hye"
"https://mydramalist.com//61655-like-in-the-movies","Like in the Movies","8.5","Filipino",2020,8,"Comedy,Romance,Drama","Content Rating: 13+ - Teens 13 or older","Netflix","Juan Miguel Severo","","Ian Pangilinan,Paolo Pangilinan,Adrienne Vergara,Yesh Burce,Justine Peña,Che Ramos"
"https://mydramalist.com//59701-lost-romance","Lost Romance","8.5","Taiwanese",2020,20,"Mystery,Comedy,Romance,Fantasy","Duration: 1 hr. 10 min.","Viki","Chen Jie Ying","Eri Hao","Marcus Chang,Vivian Sung,Simon Lian,Snowbaby,Kelly Liao,Jason Hsu"
"https://mydramalist.com//25650-beneath-the-embroidered-uniform","Under the Power","8.5","Chinese",2019,55,"Historical,Mystery,Romance,Wuxia","Duration: 45 min.","Viki,Prime Video,<U+71B1><U+9EDE><U+5287><U+5834>Hotspot!,AsianCrush","Historical,Mystery,Romance,Wuxia","Yin Tao","Ren Jia Lun,Tan Song Yun,Han Dong,Ye Qing,Lu Hong,Ethan Yao"
"https://mydramalist.com//32007-www","Search: WWW","8.5","Korean",2019,16,"Business,Comedy,Romance,Drama","Duration: 1 hr. 10 min.","Netflix,WeTV,Viki,Hulu,iflix,Apple TV,K-DRAMA","Jung Ji Hyun,Kwon Young Il","Kwon Do Eun","Im Soo Jung,Lee Da Hee,Jeon Hye Jin,Jang Ki Yong,Lee Jae Wook,Ji Seung Hyun"
"https://mydramalist.com//3985-queen-in-hyuns-man","Queen In Hyun's Man","8.5","Korean",2012,16,"Historical,Comedy,Romance,Supernatural","Duration: 45 min.","Prime Video,AsianCrush","Song Jae Jung","","Ji Hyun Woo,Yoo In Na,Kim Jin Woo,Ga Deuk Hee,Seo Woo Jin,Kim Won Hae"
"https://mydramalist.com//67269-the-moment-of-meeting-again","Shining For One Thing","8.5","Chinese",2022,24,"Mystery,Romance,Youth,Sci-Fi","Duration: 40 min.","","Duan Yu Le,Wang Chen","","Karlina Zhang,Qu Chu Xiao,Caesar Wu,Jinna Fu,Luo Ming Jie,Jiang Yun Lin"
"https://mydramalist.com//59449-our-school-now","All of Us Are Dead","8.5","Korean",2022,12,"Action,Thriller,Horror,Sci-Fi","Duration: 1 hr. 2 min.","Netflix","Chun Sung Il","","Park Ji Hoo,Yoon Chan Young,Jo Yi Hyun,Lomon,Yoo In Soo,Kim Byung Chul"
"https://mydramalist.com//50135-the-imperial-coroner","The Imperial Coroner","8.5","Chinese",2021,36,"Historical,Mystery,Romance,Medical","Duration: 39 min.","WeTV,TencentVideo,Viki,TencentVideo","Lou Jian","","Su Xiao Tong,Wang Zi Qi,Zhao Yao Ke,Yang Ting Dong,Ma Jian Xun,Wang Yan Bin"
"https://mydramalist.com//31385-put-your-head-on-my-shoulder","Put Your Head on My Shoulder","8.5","Chinese",2019,24,"Comedy,Romance,School,Youth","Duration: 42 min.","Netflix,WeTV,Viki,TencentVideo","Dai Qi,Eva,Wu Xue Ying","","Xing Fei,Lin Yi,Tang Xiao Tian,Zheng Ying Chen,Zhou Jun Wei,Zhou Zi Xin"
"https://mydramalist.com//61865-love-your-bones-forever","Forever and Ever","8.4","Chinese",2021,30,"Romance,Drama,Family","Duration: 45 min.","WeTV","Mo Bao Fei Bao","","Ren Jia Lun,Bai Lu,Zhao Ya Mi,Ci Sha,Wang Yue Yi,Luo Ming Jie"
"https://mydramalist.com//24351-im-not-a-robot","I'm Not a Robot","8.4","Korean",2017,32,"Comedy,Romance,Drama,Sci-Fi","Duration: 35 min.","Netflix,WeTV,Viki,Apple TV,Kocowa","Jeong Dae Yun","","Yoo Seung Ho,Chae Soo Bin,Uhm Ki Joon,Park Se Wan,Song Jae Ryong,Go Geon Han"
"https://mydramalist.com//699553-oh-my-lord","Work Later, Drink Now","8.4","Korean",2021,12,"Friendship,Comedy,Life,Drama","Duration: 35 min.","TVING","Kim Jung Shik","","Lee Sun Bin,Han Sun Hwa,Jung Eun Ji,Choi Si Won,Kim Jung Min,Yoo Ji Yeon"
"https://mydramalist.com//67-dong-yi","Dong Yi","8.4","Korean",2010,60,"Adventure,Historical,Mystery,Romance","Duration: 1 hr. 5 min.","<U+C61B><U+B4DC> : <U+C61B><U+B0A0> <U+B4DC><U+B77C><U+B9C8> [<U+B4DC><U+B77C><U+B9DB><U+C9D1>],Kocowa,Viki","Kim Yi Young","Kim Sang Hyub,Lee Byung Hoon","Han Hyo Joo,Ji Jin Hee,Lee So Yeon,Bae Soo Bin,Park Ha Sun,Jung Jin Young"
"https://mydramalist.com//63959-sweet-teeth","Sweet Teeth","8.4","Chinese",2021,22,"Comedy,Romance,Drama,Medical","Duration: 45 min.","","Lei Xin Lin","Derek Hui,Liu Han Yang","Wu Xuan Yi,Bi Wen Jun,Zhai Xiao Wen,Baby Zhang,Terry Liu,Wan Zi Lin"
"https://mydramalist.com//49999-memorist","Memorist","8.4","Korean",2020,16,"Action,Thriller,Mystery,Supernatural","Duration: 1 hr. 5 min.","WeTV,Viki","Ahn Do Ha,Hwang Ha Na","So Jae Hyun,Kim Hwi","Yoo Seung Ho,Lee Se Young,Jo Sung Ha,Ko Chang Seok,Yoon Ji On,Jeon Hyo Sung"
"https://mydramalist.com//63989-crush","Crush","8.4","Chinese",2021,24,"Romance,Life,Youth,Drama","Duration: 40 min.","","Yang Yi Xun","Yu Cui Hua","Evan Lin,Wan Peng,Cong Shang,Li Jia Hao,Niu Yu Kun,Zeng Yi Xuan"
"https://mydramalist.com//41-liar-game-2","Liar Game 2","8.4","Japanese",2009,9,"Thriller,Psychological,Drama","Content Rating: 13+ - Teens 13 or older","","Kuroiwa Tsutomu","","Toda Erika,Kikuchi Rinko,Matsuda Shota,Takei Emi,Yuui Ryoko,Mashima Hidekazu"
"https://mydramalist.com//13476-hello-monster","Hello Monster","8.4","Korean",2015,16,"Thriller,Mystery,Psychological,Drama","Duration: 1 hr. 10 min.","Viki,Apple TV","Kim Jin Won,No Sang Hoon","","Seo In Guk,Jang Na Ra,Park Bo Gum,Choi Won Young,Lee Chun Hee,Min Sung Wook"
"https://mydramalist.com//2662-soredemo-ikite-yuku","Soredemo, Ikite Yuku","8.4","Japanese",2011,11,"Psychological,Drama,Family","Duration: 54 min.","","Ishizaka Rieko,Nagayama Kozo,Namiki Michiko","Sakamoto Yuji","Nagayama Eita,Mitsushima Hikari,Kazama Shunsuke,Danta Yasunori,Otake Shinobu,Tanaka Kei"
"https://mydramalist.com//23222-boku-dake-ga-inai-machi","Boku Dake ga Inai Machi","8.4","Japanese",2017,12,"Thriller,Mystery,Drama,Supernatural","Duration: 30 min.","Netflix","Shimoyama Ten","","Furukawa Yuki,Uchikawa Reo,Kurotani Tomoka,Totsugi Shigeyuki,Yuki Mio,Kakihara Rinka"
"https://mydramalist.com//22597-duel","Duel","8.4","Korean",2017,16,"Thriller,Mystery,Sci-Fi","Duration: 60 min.","","Kim Yoon Joo","Lee Jong Jae","Jung Jae Young,Kim Jung Eun,Yang Se Jong,Seo Eun Soo,Kim Ki Doo,Yoon Gyung Ho"
"https://mydramalist.com//22778-code-blue-3","Code Blue 3","8.4","Japanese",2017,10,"Drama,Medical","Duration: 54 min.","","Nishiura Masaki,Tanaka Ryo","","Yamashita Tomohisa,Aragaki Yui,Toda Erika,Higa Manami,Asari Yosuke,Shiina Kippei "
"https://mydramalist.com//27178-ever-night","Ever Night","8.4","Chinese",2018,60,"Historical,Romance,Wuxia,Fantasy","Duration: 45 min.","WeTV,Viki,TencentVideo,Idol & Romance","Yang Yang","","Chen Fei Yu,Ireine Song,Adam Cheng,Yuan Bing Yan,Meng Zi Yi,Sun Zu Jun"
"https://mydramalist.com//24187-mad-dog","Mad Dog","8.4","Korean",2017,16,"Action,Thriller,Mystery","Duration: 60 min.","Netflix,Apple TV,Kocowa","Kim Soo Jin","Hwang Eui Kyung","Yoo Ji Tae,Woo Do Hwan,Ryu Hwa Young,Jo Jae Yoon,Kim Hye Sung,Hong Soo Hyun"
"https://mydramalist.com//5691-tonbi-2013","Tonbi","8.4","Japanese",2013,10,"Life,Drama,Family","Duration: 54 min.","","Yamamuro Daisuke,Hirakawa Yuichiro,Nakamae Yuji","","Uchino Seiyou,Satoh Takeru,Igarashi Hinata,Fukuzaki Nayuta,Tokiwa Takako,Nomura Hironobu"
"https://mydramalist.com//52351-train","Train","8.4","Korean",2020,12,"Thriller,Mystery,Sci-Fi","Duration: 60 min.","Viki","Park Ga Yun","Lee Seung Hoon","Yoon Shi Yoon,Kyung Soo Jin,Shin So Yool,Lee Hang Na,Nam Moon Chul,Jo Wan Ki"
"https://mydramalist.com//27368-happy-birthday","Happy Birthday","8.4","Thai",2018,13,"Romance,Drama,Fantasy,Supernatural","Duration: 50 min.","GMMTV","Parkpoom Nuntalit","Fon Kanittha Kwunyoo","Push Puttichai Kasetsin,Mild Lapassalan Jiravechsoontornkul,Pluem Purim Rattanaruangwattana,Jan Ployshompoo Supasap,Noom Santisuk Promsiri,Namfon Sueangsuda Lawanprasert"
"https://mydramalist.com//683583-gameboys-level-up-edition","Gameboys Level-Up Edition","8.4","Filipino",2020,13,"Romance,Drama","Duration: 30 min.","Netflix","Ivan Andrew Payawal,Perci Intalan","","Kokoy de Santos,Elijah Canlas,Adrianna So,Kyle Velino,Miggy Jimenez,Sue Prado"
"https://mydramalist.com//62151-frightening-cohabitation","My Roommate Is a Gumiho","8.4","Korean",2021,16,"Comedy,Romance,Fantasy","Duration: 1 hr. 10 min.","Netflix,Viki,TVING,Apple TV","Nam Sung Woo","Baek Sun Woo,Choi Bo Rim","Jang Ki Yong,Lee Hye Ri,Kang Han Na,Kim Do Wan,Bae In Hyuk,Park Kyung Hye"
"https://mydramalist.com//3079-the-moon-that-embraces-the-sun","Moon Embracing the Sun","8.4","Korean",2012,20,"Historical,Romance,Supernatural,Political","Duration: 1 hr. 5 min.","Netflix,WeTV,Viki,iflix,Apple TV,Kocowa","Lee Sung Joon,Kim Do Hoon","Jin Soo Wan","Han Ga In,Kim Soo Hyun,Jung Il Woo,Kim Min Seo,Kim Yoo Jung,Yeo Jin Goo"
"https://mydramalist.com//26153-voice-2","Voice 2","8.4","Korean",2018,12,"Thriller,Mystery,Psychological","Duration: 60 min.","Netflix,Prime Video,K-DRAMA","Ma Jin Won","","Lee  Ha Na ,Lee Jin Wook,Kwon Yool,Ahn Se Ha,Son Eun Seo,Kim Woo Seok"
"https://mydramalist.com//30294-luead-khon-kon-jang","In Family We Trust","8.4","Thai",2018,18,"Thriller,Mystery,Drama,Family","Duration: 60 min.","Netflix,Nadao Bangkok,meWATCH,ARTOP MEDIA","Yong Songyos Sugmakanan","Ping Kriangkrai Vachiratamporn,Gun Supalerk Ningsanon,Ruthaiwan Wongsirasawat,Meen Tossaphon Riantong,Ham Vasudhorn Piyaromna,Chonlada Tiaosuwan","Nappon Gomarachun,Patravadi Mejudhon,Kob Songsit Rungnopakunsi,Saksit Tangthong,Mam Kathaleeya McIntosh,Jeab Sopitnapa Chumpanee"
"https://mydramalist.com//33701-douluo-continent","Douluo Continent","8.4","Chinese",2021,40,"Action,Historical,Romance,Fantasy","Duration: 40 min.","WeTV,TencentVideo,Viki,TencentVideo,MZTV Exclusive","Wang Juan","","Xiao Zhan,Wu Xuan Yi,Gao Tai Yu,Liu Mei Tong,Liu Run Nan,Ding Xiao Ying"
"https://mydramalist.com//22516-age-of-youth-2","Age of Youth 2","8.4","Korean",2017,14,"Mystery,Comedy,Romance,Youth","Duration: 60 min.","Netflix","Park Yeon Sun","","Han Ye Ri,Han Seung Yeon,Park Eun Bin,Ji Woo,Choi A Ra,Kim Min Seok"
"https://mydramalist.com//52895-love-scenery","Love Scenery","8.4","Chinese",2021,31,"Music,Comedy,Romance","Duration: 45 min.","","Qin Wen","Zoe Qin","Xu Lu,Lin Yi,Hu Bing,Hu Yun Hao,Zhong Dan Ni,Jiang Yu Wei"
"https://mydramalist.com//687517-wo-zai-ta-xiang-ting-hao-de","Remembrance of Things Past","8.4","Chinese",2021,12,"Friendship,Romance,Life,Drama","Duration: 1 hr. 10 min.","MGTV Drama Channel,MGTV","Li Mo","Guo Shuang","Zhou Yu Tong,Ren Su Xi,Sun Qian,Bai Yu Fan,Kido Ma,Dai Yun Fan"
"https://mydramalist.com//62093-human-disqualification","Lost","8.4","Korean",2021,16,"Life,Drama,Melodrama","Duration: 1 hr. 10 min.","","Kim Ji Hye","Hur Jin Ho,Park Hong Soo","Jeon Do Yeon,Ryu Joon Yeol,Park Byung Eun,Kim Hyo Jin,Park Ji Young,Park In Hwan"
"https://mydramalist.com//30468-masquerade","The Crowned Clown","8.4","Korean",2019,16,"Historical,Romance,Melodrama,Political","Duration: 1 hr. 20 min.","Netflix,WeTV,Viki","Shin Ha Eun,Kim Sung Deok","","Yeo Jin Goo,Lee Se Young,Kim Sang Kyung,Jang Gwang,Yoon Jong Seok,Yoon Gyung Ho"
"https://mydramalist.com//6081-nine-nine-times-time-travel","Nine: Nine Times Time Travel","8.4","Korean",2013,20,"Mystery,Romance,Supernatural","Duration: 52 min.","","Kim Byung Soo","Song Jae Jung,Kim Yoon Joo","Lee Jin Wook,Lee Seung Jun,Jo Yoon Hee,Oh Min Suk,Lee Yi Kyung,Jo Min Ah"
"https://mydramalist.com//55011-we-don-t-know-much-but-we-are-a-family","My Unfamiliar Family","8.4","Korean",2020,16,"Life,Drama,Family","Duration: 1 hr. 15 min.","Viki,Apple TV","Kwon Young Il","Kim Eun Jung","Han Ye Ri,Kim Ji Suk,Choo Ja Hyun,Jung Jin Young,Won Mi Kyung,Shin Jae Ha"
"https://mydramalist.com//11074-pinocchio","Pinocchio","8.4","Korean",2014,20,"Thriller,Mystery,Comedy,Romance","Duration: 58 min.","Netflix,WeTV,Viki,SBS World,Apple TV,Kocowa","Jo Soo Won","Park Hye Ryun","Lee Jong Suk,Park Shin Hye,Kim Young Kwang,Lee Yoo Bi,Jin Kyung,Lee Pil Mo"
"https://mydramalist.com//32293-her-private-life","Her Private Life","8.4","Korean",2019,16,"Comedy,Romance","Duration: 1 hr. 15 min.","Netflix,WeTV,Viki,Prime Video,Apple TV","Hong Jong Chan","","Park Min Young,Kim Jae Wook,Ahn Bo Hyun,One,Kim Bo Ra,Park Jin Joo"
"https://mydramalist.com//29240-the-fate-of-chen-xi","Love and Destiny","8.4","Chinese",2019,60,"Historical,Romance,Wuxia,Fantasy","Duration: 45 min.","Viki,Croton MEGA HIT","Lin Yu Fen,Leung Sing Kuen,Guo Hu,Ren Hai Tao","","Chang Chen,Ni Ni,Li Dong Xue,Zhang Zhi Xi,Leo Li,Hai Ling"
"https://mydramalist.com//33779-hen-jun-bu-si-jiang-lou-yue","Killer And Healer","8.4","Chinese",2021,37,"Thriller,Historical,Mystery,Crime","Duration: 40 min.","MGTV Drama Channel,MGTV","Thriller,Historical,Mystery,Crime","Sam Ho","Mao Zi Jun,Ian Yi,Guo Shu Tong,Patrick Quan,Chen Yu Cheng,Zhang Yan"
"https://mydramalist.com//2969-scarlet-heart","Scarlet Heart","8.4","Chinese",2011,35,"Friendship,Historical,Romance,Political","Duration: 45 min.","Viki,Tang Ren Theater","Lin Yu Fen,Lee Kwok Lap","","Liu Shi Shi,Nicky Wu,Kevin Cheng,Damian Lau,Yuan Hong,Lin Geng Xin"
"https://mydramalist.com//33049-bad-genius-the-series","Bad Genius","8.4","Thai",2020,12,"Thriller,School,Drama","Duration: 55 min.","iflix","Pat Boonnitipat","","June Plearnpichaya Komalarajun,Jaonaay Jinjett Wattanasin,Ice Paris Intarakomalyasut,Nana Sawanya Paisarnpayak,Saksit Tangthong,Um Apasiri Nitibhon"
"https://mydramalist.com//58367-postnatal-care-center","Birthcare Center","8.4","Korean",2020,8,"Comedy,Life,Drama,Melodrama","Duration: 1 hr. 5 min.","WeTV,Viki","Park Soo Won","Kim Ji Soo","Uhm Ji Won,Park Ha Sun,Choi Ri,Jang Hye Jin,Yoon Park,Im Hwa Young"
"https://mydramalist.com//33768-july-found-by-chance","Extraordinary You","8.4","Korean",2019,32,"Comedy,Romance,Youth,Fantasy","Duration: 35 min.","WeTV,Viki,Netflix","In Ji Hye,Song Ha Young","Kim Sang Hyub,Kim Sang Woo","Kim Hye Yoon,Rowoon,Lee Jae Wook,Lee Na Eun,Kim Young Dae,Jung Gun Joo"
"https://mydramalist.com//13865-kleun-cheewit","Kleun Cheewit","8.4","Thai",2017,15,"Mystery,Romance,Drama,Melodrama","Duration: 1 hr. 50 min.","Netflix,Ch3Thailand,meWATCH,ch3+","Aew Ampaiporn Jitmaingong","","Mark Prin Suparat,Yaya Urassaya Sperbund,Louis Scott,Toey Jarinporn Joonkiat,Nychaa Nuttanicha Dungwattanawanich,Masu Junyangdikul"
"https://mydramalist.com//21032-the-rise-of-phoenixes","The Rise of Phoenixes","8.4","Chinese",2018,70,"Historical,Romance,Melodrama,Political","Duration: 45 min.","Netflix","Wen Qing Xie Pei,Zou Yue","Liu Hai Bo,Shen Yan","Chen Kun,Ni Ni,Ni Da Hong,Zhao Li Xin,Edward Zhang,Bai Jing Ting"
"https://mydramalist.com//66455-moonlight","Moonlight","8.4","Chinese",2021,36,"Business,Comedy,Romance,Drama","Duration: 45 min.","","Business,Comedy,Romance,Drama","Elson Chang","Yu Shu Xin,Ding Yu Xi,Yang Shi Ze,Ma Yin Yin,Wang Ting,Zhou Pu"
"https://mydramalist.com//61489-destruction","Doom at Your Service","8.4","Korean",2021,16,"Comedy,Romance,Drama,Fantasy","Duration: 1 hr. 5 min.","Viki,Prime Video,TVING","Kwon Young Il","Im Me Ah Ri","Park Bo Young,Seo In Guk,Lee Soo Hyuk,Kang Tae Oh,Shin Do Hyun,Dawon"
"https://mydramalist.com//70645-reunion-the-sound-of-the-providence-season-2","Reunion: The Sound of the Providence Season 2","8.4","Chinese",2020,30,"Adventure,Thriller,Mystery,Fantasy","Duration: 45 min.","","Pan An Zi","","Zhu Yi Long,Chen Ming Hao,Huang Jun Jie,Rachel Momo,Hu Jun,Baron Chen"
"https://mydramalist.com//4474-legend-of-concubine-zhen-huan","Legend of Concubine Zhen Huan","8.4","Chinese",2012,76,"Historical,Drama,Melodrama,Political","Duration: 45 min.","Netflix,Letv Official","Zheng Xiao Long","","Betty Sun,Chen Jian Bin,Ada Choi,Leanne Liu,Simon Li,Jiang Xin"
"https://mydramalist.com//13857-love-me-if-you-dare","Love Me If You Dare","8.4","Chinese",2015,24,"Thriller,Mystery,Psychological,Romance","Duration: 45 min.","Viki,Prime Video,Caravan<U+4E2D><U+6587><U+5267><U+573A>,AsianCrush","Zhang Kai Zhou","Hai Yan","Wallace Huo,Ma Si Chun,Edward Zhang,Yin Zheng,Wang Kai,Zhang Ling Zhi"
"https://mydramalist.com//33272-the-story-of-ming-dynasty","The Sleuth of Ming Dynasty","8.4","Chinese",2020,48,"Historical,Mystery,Drama","Duration: 45 min.","Viki","Historical,Mystery,Drama","Yang Huan","Darren Chen,Fu Meng Bo,Liu Yao Yuan,Huang Yang Tian Tian,Liu Cheng Jun,Alyssa Chia"
"https://mydramalist.com//74567-we-best-love-forever-the-first","We Best Love: No. 1 For You","8.4","Taiwanese",2021,6,"Romance,School,Youth,Drama","Duration: 30 min.","WeTV","Lin Pei Yu","","YU,Sam Lin,Ray Chang,Zack Fan Chiang,Belle Hsin,Evan Luo"
"https://mydramalist.com//15031-love-o2o","Love O2O","8.4","Chinese",2016,30,"Business,Comedy,Romance,Drama","Duration: 45 min.","Netflix,Viki,Apple TV","Gu Man,Scarlett OuYang,Shen Fei Xian","","Yang Yang,Zheng Shuang,Zheng Ye Cheng,Cui Hang,Niu Jun Feng,Vin Zhang"
"https://mydramalist.com//26895-ren-bu-biao-han-wang-shao-nian","When We Were Young","8.4","Chinese",2018,24,"Romance,School,Youth,Family","Duration: 45 min.","WeTV,Viki,KUKAN,YOUHUG MEDIA","Romance,School,Youth,Family","Deng Ke,Roger Lau","Neo Hou,Wan Peng,Gala Zhang,Marcus Li,Pan Mei Ye,Dai Lu Wa"
"https://mydramalist.com//9828-full-house","Full House","8.4","Thai",2014,20,"Comedy,Romance","Duration: 50 min.","Netflix","Nine Sarasawadee Wongsompetch","","Aom Sushar Manaying,Mike Angelo,Utt Uttsada Panichkul,Janesuda Parnto,Nest Nisachol Siwthaisong,Dew Seksun Suttijun"
"https://mydramalist.com//31283-doctor-prisoner","Doctor Prisoner","8.4","Korean",2019,32,"Thriller,Law,Crime,Medical","Duration: 35 min.","Netflix,Viki,Apple TV,Kocowa","Song Min Yeop,Hwang In Hyuk","","Namkoong Min,Kwon Na Ra,Kim Byung Chul,Choi Won Young,Lee Da In,Jin Hee Kyung"
